,text
802,En un nuevo capítulo de la estafa Nac &amp; Pop hoy #AcuerdoConelFMI
803,"#AcuerdoconelFMI 
Siempre arreglando los desastres que deja el neoliberalismo.
Ahora el sacrificio que lo hagan los que endeudaron."
804,"#AcuerdoconelFMI #estafamacrista 
#oposicionyoficialismojuntosalapar https://t.co/AHZm7QFcqn"
805,"Pero @SergioMassa es co autor de la Estafa, que pasa con nuestra memoria?

#AcuerdoconelFMI https://t.co/U4qZJnmX5t"
806,"#AcuerdoconelFMI Este acuerdo de varios años de ajuste y sometimiento va a profundizar el 40% de pobreza, la precarización, la caída del salario y jubilaciones y la entrega de nuestros bienes naturales al extractivismo imperialista"
807,"La izquierda de #Argentina, que siempre actúa en bloque con la derecha y los libertarios en @DiputadosAR, ahora tira diatribas contra el #AcuerdoconelFMI. Nunca fallan en su visiones creciendo en su nivel de tontera. Siempre superándose."
808,#AcuerdoconelFMI https://t.co/pxDdkaE1EH
809,Los kumpas celebran el #AcuerdoconelFMI y hace 12 horas bailaban en una pata porque no se iba a pagar. No pegan una asnos.
810,"Pero si lo tenemos a Beliz y al cómplice de la Deuda @SergioMassa !!! El nunca más no estaría funcionando compañera

#AcuerdoconelFMI https://t.co/fJfy2nttQf"
811,"#AcuerdoconelFMI 
No tienen cara!!! Nos metieron en este desastre y ahora critican CARADURAS!!!#OposicionMiserableYMezquina 
Clarin...clarín...no es el acuerdo que ellos querían porque no beneficia a los privilegiados ....chantas!!!! https://t.co/8S7JuHMKvw"
812,"🗣️Emmanuel Álvarez Agis: ""Conseguimos un acuerdo que sorprende por lo bueno""

https://t.co/AyrBCbGyDG

#AcuerdoconelFMI #Acuerdo"
813,"PROHIBIDO OLVIDAR 

#AcuerdoconelFMI https://t.co/PPSuqag7nI"
814,"Felicitamos a nuestro presidente @alferdez por el acuerdo que se ha logrado con el #FMI.

Esta es la senda de producción, desarrollo y crecimiento para nuestro pueblo.

Este es el camino a la Patria Justa, Libre y Soberana que tanto peleamos.

#AcuerdoconelFMI
@GranadosDulceOk https://t.co/qXijYERYQV"
815,"Gracias de qué? De entregarnos y Traicionarnos?
De hacer que paguemos una Estafa?

Agradezca ud. solo. 

#AcuerdoconelFMI https://t.co/VWr49kS39X"
816,No nos olvidemos de la complicidad d e la UCR EHHHHHHHHHHHH  #AcuerdoconelFMI
817,"Este acuerdo lo celebran tanto oficialistas como la oposición d derecha, ninguno siquiera se propuso investigar la estafa macrista. Total, esa fiesta la vamos a pagar nosotros, los trabajadores, con ajuste (el q niegan) y con más miseria (la q no pueden negar)
#AcuerdoConElFMI https://t.co/3cf9pT3QkK"
818,"Mientras llenan tapas y bloques de opinión en TV con el tema del #AcuerdoconelFMI , Axelito te prohibe los testeos gratis de #COVID19 en PBA si sos menor de 60. 

https://t.co/K8VJdDdWHz"
819,"Descripción gráfica de lo que intentan q nos de ""esperanza"" 

Lo único que derrama es desigualdad y más pobreza 
Festeja la AEA el #AcuerdoconelFMI no, que lograron lo que querían esmerilar nuestra base electoral https://t.co/ONWGTbqrR8 https://t.co/PnoKCc3ZON"
820,"Se cagaba de risa.

#AcuerdoconelFMI https://t.co/sBvu4cKkO8"
821,"#AcuerdoconelFMI 
- Oye estoy confundido es un acuerdo triste o un acuerdo feliz!?  
- Es un acuerdo y basta. https://t.co/s87cPgr3az"
822,#AcuerdoconelFMI . #ElPresidenteMasMentirosoDeLaHistoria https://t.co/mPqINMOY1F
823,"Judas iscariote Fernandez, pero va a pagar el HDMP.
Todos van a pagar.

#AcuerdoconelFMI https://t.co/T2rvUZb6x2"
824,"Por una #Argentina con mejor presente y futuro 🇦🇷

Los misioneros y misioneras le decimos ¡Gracias Presidente! @alferdez ✌🏾

#AcuerdoconelFMI #ArgentinaUnida https://t.co/nmWQRh6npj"
825,"#AcuerdoconelFMI
El arreglo está medianamente bien, lo que está mal es haber tomado semejante deuda y sobretodo no encanar a Macri y toda esa banda de delincuentes. https://t.co/qasqVSWeFc"
826,"Cristina y Alberto Fernandez : ahora vayamos por el juicio a Macri y su traición a la patria
Preso lo queremos
#MacriTraidorDeLaPatria
#QueremosAMacriPreso
#JuicioAMacri
#AcuerdoconelFMI 
Maslaton

https://t.co/hWQ1WMmwDQ"
827,"Te gano Macri Payaso, cerra el orto.

Gobierno Traidor, van a pagar. Van a Pagar ésta traición al Pueblo Trabajor.

Hijo bien de Puta.

#AcuerdoconelFMI https://t.co/TDuIXH6fvJ"
828,"Esperemos que muerto, Argentina para crecer debe ser un país liberal y totalmente capilasta, de no ser por la desgracia del PERONISMO y aún peor la porqueria zurda extrema del Kichnerismo seríamos potencia mundial

#AcuerdoconelFMI 
#ElPeorGobiernoDeLaHistoria https://t.co/SQ1AqT8vGJ"
829,#AcuerdoconelFMI
830,Hay una cláusula que exige dejar de financiar a la familia Cafiero tanto para viejas como futuras generaciones... #AcuerdoconelFMI
831,"La cerrada de orto al periodismo genuflexo. Déjenme disfrutar.

#AcuerdoconelFMI #Argentina"
832,"@alferdez #AcuerdoconelFMI 

Te volviste Neoliberal, Alberto

Que hiciste???
Para eso te votamos?? https://t.co/AuSgMt2S65"
833,"Lo que viene...Los choros de @juntoscambioar se oponen al pago de la deuda que ellos fugaron, castigarán el #AcuerdoconelFMI e intentarán una vez mas, maniobras destituyentes, son así, pero el Peronismo no se rinda, y la militancia no descansa. #macriyvidalsonmafia"
834,"Lo unico claro es que perdió el ala talibán conandada por Cristina lo cual significa que aun seguimos en el mundo  . Con tidi el problema que significa eso, pero aun en el mundo #AcuerdoconelFMI"
835,El mismo día del #AcuerdoconelFMI encuentro esto en Punta Pirámides. Chubut se rebeló y ganó. Lo mismo habrá que hacer con el Fondo y este gobierno ajustador https://t.co/RgOY9Xnp4Z
836,"@alferdez debería hacer una cadena nacional para agradecerle a Macri haber refinanciado la deuda que dejaron de una forma tal que se puede pagar y volver a renegociar aún con el desastre que hicieron en estos dos años. Gobierno de impresentables improvisados.
#AcuerdoconelFMI"
837,"#AcuerdoconelFMI 
Macri
Congreso https://t.co/hPSN8CQuj1"
838,"🗣️ El gobierno celebra que el #FMI no pide #ReformaLaboral, pero justamente eso es lo que necesitamos para salir adelante.

⚖️ Las normas laborales se tienen que adaptar URGENTE. Si seguimos por esta senda obsoleta, nos quedamos afuera del trabajo del futuro. #AcuerdoconelFMI https://t.co/77Ov5VhxYN"
839,"Chile #AcuerdoconelFMI Macri #YoEscuchoLOS40 #iHeartAwards #BestFanArrmy De Paul #ElPeorPresidenteDeLaHistoria Congreso Ecuador Oneto Scaloneta Otamendi Calama Messi Beto Lizy Gaich Barco Alisson Papu nate jacobs Samuel Colombia Manzur Cristina Holocausto 
https://t.co/LpbktThqyu"
840,"Chile #AcuerdoconelFMI Macri #YoEscuchoLOS40 #iHeartAwards #BestFanArrmy De Paul #ElPeorPresidenteDeLaHistoria Congreso Ecuador Oneto Scaloneta Otamendi Calama Messi Beto Lizy Gaich Barco Alisson Papu nate jacobs Samuel Colombia Manzur Cristina Holocausto 
https://t.co/PGAKSK99Id"
841,#AcuerdoconelFMI https://t.co/QqniqRTjcE
842,"Carta de @CFKArgentina tapando con diarios a @alferdez por #AcuerdoconelFMI en 3,2,1..."
843,"#AcuerdoconelFMI 
Macri
Congreso https://t.co/wgnwwO9Ymo"
844,"#AcuerdoconelFMI.  La deuda es con el pueblo, con los trabajadores de salud que cobramos miseria y trabajamos como esclavos, nosotros no podemos esperar, el FMI y la deuda Macrista si"
845,"#AcuerdoconelFMI  CHE KUMPA ¿Te acordás cuando repetias EL RELATO de ""LA DEUDA DE LOS 100 AÑOS ""  y que lo iban a pagar tus nietos?

¿Cómo es que ahora se paga en 10 o 20 años? 

SOS PELOTUDO KICHNERISTA TE TRAGAS TODO EL RELATO POR INFELIZ"
846,"Como ???? No era que sarasa y ñañañaña ? #AcuerdoconelFMI , tanto lío para bajarse los lienzos."
847,"#AcuerdoconelFMI
Se acuerdan de esta de Nico... https://t.co/mBxw0Fxlf5"
848,"Descubre el Islam
https://t.co/keUSKMouTV
#AcuerdoconelFMI"
849,"Estos tipos son unos cracks para patear deuda, pero nunca dicen como la van a pagar. Más de lo mismo no soluciona nada. Finalmente harán lo que hacen siempre, le dejan la bomba de deuda al próximo gobierno. Cuando van a arreglar el déficit fiscal?

#FMI #AcuerdoconelFMI #Deuda"
850,"#AcuerdoconelFMI 
Macri
Congreso https://t.co/2QijYF5lCM"
851,"#AcuerdoconelFMI 
#Soberanía https://t.co/e1mWrchPwS"
852,"@Cris_noticias No t vayas a morder la lengua sin tener la vacuna anti rabica.
#AcuerdoconelFMI https://t.co/GGRIM8d5eY"
853,#AcuerdoconelFMI se habla de baj del gasto publico 0% de ajuste de gasto publico y 0% reduccion del gasto social peeero a cambio el FMI nos sigue dando guita prestada.... entonces no es un acuerdo es sumision al FMI
854,"#AcuerdoconelFMI 
#ElPeorPresidenteDeLaHistoria 
Maslaton
Cristina
Alberto Fernandez https://t.co/US1tEYDX63"
855,"...!!!
#AcuerdoconelFMI 
#Acuerdo https://t.co/SjHP4tDvqm"
856,En cuanto tomen un recreo del #AcuerdoconelFMI  (si eso es posible) va mi recomendación para leer en este verano ácido (gracias @infobaecultura por el convite)  https://t.co/wJPWtSdwxs #libros
857,"#AcuerdoconelFMI 
Macri
Congreso https://t.co/TKkDXNoXI1"
858,"#AcuerdoconelFMI 
Macri
Congreso https://t.co/4NBKf2c0WW"
859,"#AcuerdoconelFMI 
Macri
Congreso https://t.co/gj4ybr0gv4"
860,"#AcuerdoconelFMI 
Macri
Congreso https://t.co/nqProx5Izy"
861,"#AcuerdoconelFMI 
Macri
Congreso https://t.co/XIVn7W9cxJ"
862,"@javierlanari Oligarca pobre batefruta, antes de abrir la jeta con los ñañañá devuelvan la millonada q se fugaron garcand o a la mayoría de los Argentinos!!!
#AcuerdoconelFMI"
863,"#AcuerdoconelFMI 
Macri
Congreso https://t.co/ipxKqoEEye"
864,#AcuerdoconelFMI https://t.co/d5MCvzKBIb
865,"No me puedo guardar lo que tengo atragantado, @CFKArgentina vos también sos parte de la mayor Traición y Estafa al Pueblo Trabajador.

La derecha gano. Y al Pueblo solo Hambre y Desolación.

#AcuerdoconelFMI"
866,"#AcuerdoconelFMI 
Macri
Congreso https://t.co/2QijYF4NNe"
867,Soy una simple trabajadora que siente alivio #AcuerdoconelFMI
868,"EL FMI menciona reducción de subsidios a energía y ajuste a tasas de interés para Argentina

🙌🤝🇦🇷💰

#FMI #deudaArgentina #AcuerdoconelFMI #ArgentinaFMI #IMF #bahanews #noticiasbaha #bahaespanol #Noticias #Actualidad 

Más información👇👇👇
https://t.co/zlqhA318u2"
869,"#AcuerdoconelFMI 
Macri
Congreso https://t.co/X3obGOg79Z"
870,"#AcuerdoconelFMI 
Macri
Congreso https://t.co/70XkX8BjfJ"
871,"El #AcuerdoconelFMI es que les dan ""más plata"" pagan vencimientos de deuda como hicieron hoy y en 2 años (cuando ya no estén) empezar a pagar TODO,o sea:Paga otro pero se venden como mártires que saldaron una deuda cuando en realidad están endeudando más a quien venga en 2023 ✌️"
872,@mauriciomacri fue quién acudió al @IMFNews para dejarnos la deuda más grande de la historia del país. @alferdez hoy nos salvó de un nuevo default. Una vez más el peronismo limpiando el tendal. #AcuerdoconelFMI https://t.co/djy69EODHe
873,"Hay tanta alegría que pareciera que prorrogaron un mes el día de los Santos Inocentes. No puedo celebrar nada que tenga que ver con esas lacras, ni la deuda ni lo que sufriremos para pagarla.
#AcuerdoconelFMI https://t.co/G4DNWwOtJy"
874,"...!!!
#AcuerdoconelFMI https://t.co/hPQqMZrsHe"
875,"#AcuerdoconelFMI 
Macri
Congreso https://t.co/wgnwwO9qwQ"
876,#AcuerdoconelFMI https://t.co/ur8EqPkaDa
877,"¡Comb... trabajo y capital!
#AcuerdoconelFMI"
878,#AcuerdoconelFMI que seguramente no van a cumplir
879,"#AcuerdoconelFMI 
Macri
Congreso https://t.co/fSSKH7blAA"
880,"Ministro @Martin_M_Guzman, corte con la sarasa que doña Kristalina no opina lo mismo.

#BuenViernes #AcuerdoconelFMI #ElPeorPresidenteDeLaHistoria #FondoMonetarioInternacional https://t.co/1BIfiHdZfE https://t.co/meUxJZm0Oz"
881,"@alferdez Otra vez haciéndonos cargo de otro robo!!!
...a no aflojar aunque vengan degoyando, eh!!!
El gorilaje brama rabioso batiendo fruta agitando a la gilada...estamos en la buena senda para volver a ser felices!!!
#AcuerdoconelFMI"
882,#AcuerdoconelFMI https://t.co/LPHw8wJ3xJ
883,"#AcuerdoconelFMI 
Macri
Congreso https://t.co/XZo07vSQvX"
884,"El dólar blue se desploma ante el #AcuerdoconelFMI

Y yo me pregunto cuál es la razón?

La gente dejó de comprar y hay menos demanda?

O los especuladores vieron que ya no tiene sentido seguir insistiendo y gastando guita para fomentar la devaluación del oficial?

😉✌️"
885,"#AcuerdoconelFMI 
Macri
Congreso https://t.co/FSnwEAyeHi"
886,"El #AcuerdoconelFMI real es:
- Alberto, andá, te autorizo a firmar con el Fondo y pagá vos el costo político, que para eso te puse. 
-Y vos qué vas a hacer.
- La ""epica revolucionaria antiimperialista"" para calmar a la tribuna y de paso despegarme.
- Pero....
- Shhhhh!"
887,"La sensación de impunidad que tengo.
Ganas de llorar. 
Algo tiene que pagar estos hijos de yuta
#AcuerdoconelFMI"
888,#AcuerdoconelFMI Inyectaron un poco de morfina al doloroso Pais para que aguante 2 años!
889,"No, volvamos al fondo.
#AcuerdoconelFMI"
890,Una vez más un gobierno peronista arregla los problemas llevados a cabo bajo gobiernos neoliberales. El gobierno logro un #AcuerdoconelFMI sin tener que llevar a cabo políticas de ajuste. La banda liderada por Macri tendrían que estar todos presos
891,"# Guzman ## Macri ## #AcuerdoconelFMI #28Ene #VivaElCineVenezolano #VenezuelaVictoriosa Recomendación para el Estado Argentino: que salga a cazar Cuevas Financieras y, Cueva que encuentra, Cueva que le cobra un multa MILLONARIA con lo cual refuerza sus reservas. Círculo Virtuoso"
892,"@mauriciomacri y @SergioMassa deben pagar la Deuda con el @FMInoticias 

Esta traición no tiene perdón, de mi parte está todo terminado.

Les ruego comencemos ya a militar y a trabajar por @soberanxs 

#AcuerdoconelFMI"
893,A ustedes les parece que los derechos de los jubilados no fueron dañados con esta inflación? Por favor sensatez! #inflacion #AcuerdoconelFMI
894,"Macri 
Congreso 

 #AcuerdoconelFMI https://t.co/Ut6VlZDhS6"
895,Yo no entiendo como todavía quedan algunos progres que no reconocen que votarlo a Alberto fue un tiro en el pié #AcuerdoconelFMI
896,"Con este acuerdo vamos a poder seguir el camino de la recuperación de nuestra querida Argentina, con la reactivación económica, el desarrollo productivo, la educación y la justicia social. 
#AcuerdoconelFMI https://t.co/PEKjoVCk1O"
897,"Kirchnerismo empobrecedor.
#ElPeorPresidenteDeLaHistoria 
#AcuerdoconelFMI✌🏿💣💥🔥🚁 https://t.co/LM560Vh3st"
898,"Al primer macrista que salga en la tele hablando del FMI se lo arrebata de una trompada .
 que sea ley 
#AcuerdoconelFMI"
899,Las palabras de @AlanP_Gonzalez #AcuerdoconelFMI https://t.co/uaHexbNSAr
900,"Herrera Ahuad manifestó su apoyo al acuerdo con el Fondo 
https://t.co/q4BpFuttEe #AcuerdoconelFMI @herrerayflia @alferdez https://t.co/S8Hpf7BpzM"
901,"¨La historia juzgará quién hizo qué. 
Quién creó un problema y quién lo resolvió¨. @alferdez  largo la campaña, hay q ver las condiciones y cuanto nos va a costar xq en definitiva siempre la terminamos pagando nosotros #AcuerdoconelFMI"
902,"#AcuerdoconelFMI «No vamos a oponernos a las medidas siempre que no perjudiquen a la producción», afirmó el diputado nacional de Juntos por el Cambio +, Carlos Zapata @ZapataDiputado respecto al acuerdo del Gobierno nacional con el Fondo Monetario.

https://t.co/blM8dJuvOz"
903,"A la deuda que la paguen los oligarcas de la Sociedad Rural Argentina ! : 
 * Nueva ley de arrendamiento en la Pampa Húmeda y suba de retenciones y con esos dólares pagar la deuda al FMI #AcuerdoconelFMI"
904,"""Con este acuerdo vamos a poder seguir el camino de la recuperación y el crecimiento."" @SergioMassa 

#AcuerdoconelFMI 
#Acuerdo"
905,"Nos van a aumentar las tarifas, la inflación va a seguir aumentando, el dólar va a seguir aumentando porque el #AcuerdoconelFMI es más de lo mismo en un gobierno que no funciona."
906,"#AcuerdoConElFMI 
Que cosa la tecnología y los archivos. https://t.co/hh6MHAUlMD"
907,"#ElPeorPresidenteDeLaHistoria 
#AcuerdoconelFMI 
#MacriTraidorDeLaPatria
Maslaton
Cadena Nacional
Fondo Monetario Internacional
Cristina

Queremos a Macri preso x traición a la patria
https://t.co/hWQ1WMmwDQ"
908,"En Argentina la derecha nacionalista consta de un único integrante: Carlos Maslatón. El resto es la derecha entreguista, cipaya, mafiosa y apátrida.
#AcuerdoconelFMI"
909,#AcuerdoconelFMI https://t.co/a3R17Vb4B3
910,"Con algunos eufemismos salvo en lo de las tarifas (USD). El #AcuerdoconelFMI 👇

https://t.co/RIshbzODk1"
911,"#ElPeorPresidenteDeLaHistoria #ElPeorGobiernoDeLaHistoria #AcuerdoconelFMI #NoAlFMI 
ACA TENES EL MEJOR RESUMEN DE LOS ACTOS DE DESGOBIERNO DE EL TITERE Y CFK 
NO TE LO PIERDAS MIRALO (haciendo click en la imagen)
 DALE LIKE COMPARTILO Y SUSCRIBITE!!! 
https://t.co/csj3e3Clq9"
912,"La zaraza llegó al Fondo.
#AcuerdoconelFMI ✌🏿💣💥🔥🚁 https://t.co/qMIarRVMfl"
913,@ischargro preparando el próximo #OffTheRecord versión #AcuerdoconelFMI @cenitalcom https://t.co/PZNZsbdwFb
914,@SergioMassa Gracias!!! Este #AcuerdoconelFMI es una maravillosa noticia para todos.
915,"Che Papusa oí, Alberto nos entrego, Médico Payaso, defensor de éste gobierno entregador.

Cierre el orto Viejo Pelotudo, encima se jacta de Peronista el muy HMDP.
#AcuerdoconelFMI https://t.co/7eiK6QrdsE"
916,"Macri
Congreso  #AcuerdoconelFMI https://t.co/yHe0duUqME"
917,"#AcuerdoconelFMI 
Para vos Larreta pelado culo roto. Anda fíjate la camarita microscopica que Macri capaz te puso en el baño para ver como cagas seguí defendiendo eso"
918,"El Fondo Monetario Internacional, la economía y las condiciones de vida de los trabajadores https://t.co/xmoxsY33Y2 #FMI #AcuerdoconelFMI #Deuda #Argentina"
919,"...!!!
#AcuerdoconelFMI https://t.co/h429Un52yL"
920,"@marcalpalazzolo @mauriciomacri Oligarca pobre servil batefruta, antes de abrir la jeta con los ñañañá devuelvan la millonada q se fugaron garcand o a la mayoría de los Argentinos, sinvergüenzas HDP's!!!
#AcuerdoconelFMI https://t.co/7koVOhtund"
921,"#1FMarchamosALaCorte !
#BsstaDeImpunidadAMacri !
#BastaDeLosCuatroGerontes !
#AcuerdoconelFMI !
#Acuerdo ! https://t.co/qtco2khabg https://t.co/AdZNs8tHzd"
922,"FRACASARON OTRA VEZ....Y YA VAN ...

INÚTILES FRACASADOS...JAJA

#AcuerdoConElFMI #ElPeorPresidenteDeLaHistoria https://t.co/GStgwisqKA"
923,"peor es a lechazo como a vos #VigoteConLeche #ReinaDelRosedal

#AcuerdoconelFMI https://t.co/gM2XDaTQF6"
924,"Quiero #Memes con los que compraron USD a 230 $ arg

#AcuerdoconelFMI"
925,"Adonde están todos los artistas K que en el gobierno de Macri decían NO al #AcuerdoconelFMI..

Imagino que ahora dirán lo mismo, no???"
926,"@DanielSabsay1 Oligarca pobre batefruta, antes de abrir la jeta con los ñañañá devuelvan la millonada q se fugaron garcand o a la mayoría de los Argentinos, sinvergüenzas HDP's!!!
#AcuerdoconelFMI"
927,"¿En que consiste llegar a un acuerdo? Llegas a un acuerdo cuando cedes aquello que por justa norma te pertenece, es decir, cuando se da al otro la mitad o más de lo que en justicia te pertenece y será celebrado por aquel que se apropia de lo que no es suyo. #AcuerdoconelFMI"
928,"...que pase lo que pase los que nos endeudaron se nos cagan de la risa y quedaran en total impunidad!!! #AcuerdoconelFMI 
#macriyvidalsonmafia https://t.co/9arOQ6he56"
929,#AcuerdoconelFMI PREPARENSE. https://t.co/8srHov7Gp7
930,Los #Gorrilas después del #AcuerdoconelFMI enojados por qué se pudo  resolver la deuda si castigar a pueblo !! #Macristas la tienen adentro !! https://t.co/EEzfxiBfLN
931,"@CFKArgentina era necesaria semejante traición a tu Pueblo? Posta nos entregaste así?

Posta vas a ser cómplice que paguemos la mayor estafa de la Historia?

X defender a Flor, la entregaste a la muerte, xq en el 23 ganan y terminan lo que no pudieron.
#AcuerdoconelFMI"
932,"@Cris_noticias Oligarca pobre batefruta, antes de abrir la jeta con los ñañañá devuelvan la millonada q se fugaron garcand o a la mayoría de los Argentinos, sinvergüenzas HDP's!!!
#macriyvidalsonmafia 
#AcuerdoconelFMI"
933,"FRACASARON OTRA VEZ....FRACASADOS...JAJA
#AcuerdoConElFMI #ElPeorPresidenteDeLaHistoria https://t.co/cKHZuuDl1J"
934,"Que no lo ""juzgue la historia"" que la juzgue un tribunal por haber tomado una deuda de modo ilícito y desviado esos fondos  espuriamente sin poder,  al día de la fecha, dar una respuesta que hicieron con ese dinero
#AcuerdoconelFMI"
935,#AcuerdoconelFMI https://t.co/2Svtz614ZO
936,#AcuerdoconelFMI recibió apoyo de #Gobernadores oficialistas y opositores https://t.co/R4Vvoe5UDu
937,"🗣️Según destacaron fuentes oficiales, no habrá reforma laboral ni reforma previsional. 
#argentina #Ushuaia #RioGrande #tolhuin #Noticias  #antartida #malvinas  #AcuerdoConElFMI #Guzman #AlbertoFernandez 
Todo el detalle 👇
https://t.co/Exi5woT10K"
938,"@gmilman El burro hablando de orejas...
Antes de abrir la jeta con los ñañañá devuelvan la millonada q se fugaron garcand o a la mayoría de los Argentinos, sinvergüenzas HDP's!!!
#macriyvidalsonmafia y sus secuaces

#AcuerdoConElFmi"
939,"Digo... Si era tan fácil llegar a un #AcuerdoconelFMI  y firmar no implicaba jorobar a los jubilados y aumentar los servicios públicos, ¿porqué se demoró tanto?. 
Si son tan capos, ¿porqué dieron tantas vueltas m´jo?
Pero... ¿será como dijo AF?"
940,#AcuerdoconelFMI https://t.co/NHAlkEkk1t
941,#AcuerdoconelFMI https://t.co/B6WKqBN9Nj
942,@RominaDelPla Ustedes votan todo en contra . Los adolescentes de la politica-Votaron en contra de las grandes fortunas. Deberían informarle a sus votantes que sucedería si no se vota el acuerdo #AcuerdoconelFMI
943,"#AcuerdoconelFMI que cuida nuestra soberanía, le permite al país seguir creciendo, invertir en infraestructura y sin poner el riesgo el salario, las jubilaciones y sin reformas laborales. 
Bastante bien para ser el presidente ""Ocupa""
#Peronismo https://t.co/AFTOF8rv55"
944,"""...Acordamos que una estrategia para ➡️➡️➡️reducir los subsidios a la energía⬅️⬅️⬅️ de manera progresiva será fundamental para mejorar la composición del gasto público."" #FMI #AcuerdoconelFMI"
945,"#AcuerdoconelFMI
Piden un plan serio...un arreglo serio...
¿Qué? Acaso fué serio pedirle 86.000 millones de dólares al FMI, cagándose en el Congreso?"
946,Me muero de nervios esperando la opinión de Lucas Llach dándole lecciones al gobierno de cómo y qué debía acordar con el FMI. Lástima que me tiene bloqueado y no puedo leer sus sólidos conceptos. #AcuerdoconelFMI
947,"🇦🇷#AcuerdoconelFMI
🗣️ Comunicado de prensa de @FMInoticias: ""El personal técnico del FMI y las autoridades argentinas han llegado a entendimientos sobre políticas clave como parte de sus discusiones en curso sobre un programa respaldado por el FMI""👇
https://t.co/8YrjHEkTmA"
948,"Con todo respeto, sugiero a la oposición ""republicana"" hacer una profunda autocrítica, pedir perdón, guardar un decoroso silencio y mostrar un poco de responsabilidad política como nunca tuvieron.
#AcuerdoconelFMI"
949,"🔴 #acuerdoconelfmi
🗣 El diputado nacional de #JuntosporelCambio, @ManesF, aseguró que: “El siglo XXI exige cooperación, multilateralidad y visión de futuro a los Estados”. https://t.co/RNjO2QYSUl"
950,"SI SALVAJAMENTE RECHAZARON EL PRESUPUESTO 
@RSanchezOK
@OmodeoPaula @DomingoAmayaOk
@AscarateLidia
AHORA RACIONALMENTE APOYARÁN EL #AcuerdoconelFMI https://t.co/vpbJLA2uKu"
951,#AcuerdoconelFMI https://t.co/eyRxUL18D7
952,#AcuerdoconelFMI Acuerdo ??? El payaso bipolar sigue vendiendo Humo y Sarasa !! https://t.co/1VIQHY6WNb
953,"#AcuerdoconelFMI Prioridades son prioridades 
El acuerdo debía hacerse y se hizo. Ahora el deber indica investigar a Macri. Qué más pruebas se necesitan para juzgarlo x su traición a la patria? 

Cadena Nacional
#ElPeorGobiernoDeLaHistoria 
https://t.co/hWQ1WMmwDQ"
954,@merlin_nora @Lupo55 Manes..Morales..Cornejo Todos cómplices del endeudamiento ilegal para fuga de divisas #DeudaMacrista #Deudailegal #DeudaExterna #FMI #AcuerdoconelFMI
955,🇦🇷🤝🏦 #AcuerdoConElFMI: Grandes cámaras empresarias apoyan el acuerdo https://t.co/0nxpE9GW27
956,"#MEMORIA #MMtomoLaDeudaParaFinanciarSuCampañaPolitica y #PERDIO ! #NefastosMMYSUBanda !
#AcuerdoconelFMI
#Acuerdo ! https://t.co/AoG9vogWxT https://t.co/sDItwGlPeD"
957,#AcuerdoconelFMI pero no era q con el FMI estábamos en peligro?... https://t.co/GJvTDw3QDu
958,"Luego del #AcuerdoconelFMI la oposición no se pone de acuerdo si putear al gobierno en chino cantonés, mandarín o arameo."
959,"#AcuerdoconelFMI 
Los delncuentes  festejan el acuerdo de una deuda que dicen que fugó Macri...y no tienen un puto denunciante que pueda dar un nombre de quién se a llevo...solo hizo negocios el amigo del gobierno de mierda este que tuvo información privilegiada."
960,"⭕ #AHORA  

🗨 @FernandezAnibal sobre el #AcuerdoConElFMI: ""Las impresiones son positivas""
""La situación de espanto comienza a retirarse""
""No estamos cediendo nada. Estamos dando la oportunidad de seguir creciendo""

📲 Seguí la transmisión EN VIVO 👉 https://t.co/IuKIqDRAKK https://t.co/HeLqb1BeSV"
961,"Guzmán y Alberto acaban de meter al fmi en un esquema ponzi , basados #AcuerdoconelFMI https://t.co/fCL9Lsz1i2"
962,"El #AcuerdoconelFMI ya necesitó el ajuste devaluatorio e inflacionario que vivimos en el 2021, hizo una juventud precarizada o desocupada, incendia nuestros campos, contamina nuestros ríos y mares y fue tarifazo en los servicios. Otra vez espejito de colores  @alferdez"
963,"hoy hay #AcuerdoconelFMI el mes que viene le vamos a pagar con un pedazo de la Patagonia o lupines, insostenible todo lo que venga por parte de estos chorros."
964,#AcuerdoconelFMI https://t.co/3vWK1EJ4np
965,"Que buena noticia. Por más crecimiento, por más derechos, por más bienestar. Nunca más el saqueo macrista https://t.co/QBrogxmANE #AcuerdoconelFMI"
966,"Guzmán dice que no van a devaluar, que se va a disminuir la asistencia al tesoro, que no va a haber ajuste. Entonces ¿Cómo corno piensan financiar el déficit? Seguramente haciendo mierda lo que queda de clase media hasta que le explote al próximo gobierno 🤷‍♂️. #AcuerdoconelFMI"
967,"#AcuerdoconelFMI 

Vamos a bajar el deficit, pero sin ajuste

ok

Preparense que los van a bajar con inflacion por encima del gasto.

Si te pensabas que eras pobres hoy, ni te cuento en diciembre..."
968,@MalenaMassa Este arreglo con el FMI sin dudas nos beneficia a cada uno de los Argentinos #AcuerdoconelFMI
969,"#AcuerdoconelFMI El mandatario salteño Gustavo Sáenz (@GustavoSaenzOK) «celebró» el acuerdo logrado entre el Gobierno Nacional y el Fondo Monetario Internacional por la deuda contraída en la gestión Macri. Dijo que es «fruto del diálogo constructivo».

https://t.co/eRLzF2kSmw"
970,#AcuerdoconelFMI @C5N @alferdez el acuerdo con el fmi debe prohibir a gobiernos futuros tomar deuda en moneda extranjera
971,@CasaRosada Vamos Argentina 💪 #Argentina #1FMarchamosALaCorte #AcuerdoconelFMI
